S_Year,S_Month,S_DAY,P_MAX,P_MIN,P_AVG,YL_MAX
2017,11,9,228.0,48.0,118.9856641754386,2969.5625
2017,11,10,228.0,48.0,115.9867132867133,2916.8125
2017,11,11,168.0,48.0,91.22847222222224,2330.9375
2017,11,12,168.0,48.0,80.6987556097561,2074.8125
2017,11,13,288.0,48.0,136.72658732638888,3407.4375
2017,11,14,336.0,60.0,160.2283729861111,3977.8125
2017,11,15,288.0,60.0,134.23366105263153,3613.0
2017,11,16,252.0,60.0,129.61931310104538,3241.125
2017,11,17,252.0,60.0,129.28330824561405,3227.0
2017,11,18,144.0,60.0,85.59702381944447,2193.625
2017,11,19,120.0,48.0,73.79650349650353,1906.8125
2017,11,20,252.0,48.0,127.4358641258741,3182.75
2017,11,21,240.0,60.0,128.2856147735192,3212.5
2017,11,22,264.0,60.0,135.70588628472225,3392.5625
2017,11,23,240.0,60.0,135.1471378745645,3377.3125
2017,11,24,264.0,60.0,138.8728720905923,3473.8125
2017,11,25,168.0,60.0,90.97191191729321,2146.5
2017,11,26,156.0,60.0,102.49230769230768,1282.75
2017,11,27,252.0,60.0,134.27068451388885,3356.375
2017,11,28,276.0,60.0,143.02218913194446,3565.6875
2017,11,29,312.0,60.0,152.1581348958333,3783.125
2017,11,30,276.0,60.0,143.61353905923346,3579.8125
2017,12,1,264.0,60.0,144.87823860215056,3568.1875
2017,12,2,180.0,60.0,103.99166666666667,2622.6875
2017,12,3,168.0,48.0,91.95059524305557,2340.5625
2017,12,4,288.0,60.0,139.76805555555558,3491.8125
2017,12,5,276.0,60.0,143.31795631944445,3573.1875
2017,12,6,300.0,60.0,148.51418649305558,3696.75
2017,12,7,288.0,60.0,146.47910052083324,3646.125
2017,12,8,288.0,48.0,134.7360875609756,3369.6875
2017,12,9,144.0,48.0,78.99186510416669,2031.3125
2017,12,10,96.0,60.0,74.62127975694442,1923.5
2017,12,11,240.0,60.0,128.05813493055558,3211.4375
2017,12,12,240.0,72.0,135.83829368055558,3393.6875
2017,12,13,264.0,72.0,140.26631944444446,3499.9375
2017,12,14,276.0,84.0,136.6611249477352,3414.5625
2017,12,15,276.0,72.0,135.57909407665505,3387.375
2017,12,16,156.0,60.0,90.4194775,2306.4375
2017,12,17,120.0,60.0,85.13548713780919,2184.375
2017,12,18,216.0,60.0,123.08373013888884,3085.3125
2017,12,19,240.0,60.0,127.78928572916672,3208.9375
2017,12,20,240.0,60.0,125.30585322916671,3138.6875
2017,12,21,240.0,60.0,129.11757094076654,3230.875
2017,12,22,228.0,60.0,118.51777003484325,2980.75
2017,12,23,168.0,60.0,96.43323413194445,2445.25
2017,12,24,168.0,60.0,84.41408450704228,2151.0625
2017,12,25,240.0,60.0,128.82559524305555,3226.6875
2017,12,26,228.0,72.0,131.0828172027972,3274.1875
2017,12,27,240.0,72.0,132.51071427083338,3315.25
2017,12,28,252.0,72.0,131.44589348432052,3284.4375
2017,12,29,228.0,60.0,113.9459074733096,2921.875
2017,12,30,144.0,60.0,88.21269840277778,2260.25
2017,12,31,144.0,60.0,85.37346940766547,2184.5625
2018,1,1,84.0,60.0,67.55248017361112,1759.8125
2018,1,2,252.0,60.0,125.88635913194442,3152.5
2018,1,3,240.0,72.0,133.9114087152778,3350.5625
2018,1,4,252.0,72.0,138.86874999999998,3465.125
2018,1,5,276.0,72.0,135.70644840277777,3398.0
2018,1,6,168.0,72.0,98.86369048611111,2506.0
2018,1,7,144.0,72.0,94.3687406620209,2397.5
2018,1,8,240.0,72.0,134.29484128472222,3360.8125
2018,1,9,252.0,72.0,136.39104031358883,3406.375
2018,1,10,300.0,72.0,136.97916666666663,3418.0625
2018,1,11,252.0,72.0,142.48918649305557,3562.875
2018,1,12,240.0,72.0,136.59375,3414.5
2018,1,13,156.0,72.0,91.70188493055554,2338.625
2018,1,14,144.0,60.0,91.9979020979021,2346.9375
2018,1,15,252.0,60.0,135.2916666666667,3383.5625
2018,1,16,264.0,60.0,132.94813341463416,3326.625
2018,1,17,264.0,72.0,137.83422618055556,3447.5
2018,1,18,264.0,60.0,136.2390243902439,3401.1875
2018,1,19,240.0,72.0,131.42618219512195,3281.5625
2018,1,20,180.0,60.0,96.91607142361113,2458.25
2018,1,21,144.0,60.0,89.26153846153848,2271.6875
2018,1,22,240.0,60.0,125.95769038327524,3158.4375
2018,1,23,216.0,72.0,129.56814334494769,3240.125
2018,1,24,264.0,72.0,129.25233084210524,3252.1875
2018,1,25,252.0,72.0,129.3230098091603,3357.625
2018,1,26,264.0,72.0,139.4612103125,3471.75
2018,1,27,156.0,72.0,101.25384615384617,2562.8125
2018,1,28,180.0,72.0,103.02035087719295,2596.75
2018,1,29,276.0,72.0,139.69384916666667,3483.0625
