S_Year,S_Month,S_DAY,S_Hour,P_MAX,P_MIN,P_AVG,YL_MAX
2017,11,9,0,4.2,0.2,2.635151818181818,2.1699200000002747
2017,11,9,1,0.6,0.2,0.2527783333333334,0.2802800000008574
2017,11,9,2,8.2,0.2,2.021905,1.9599600000001374
2017,11,9,3,6.4,0.1,1.9116666666666668,1.8398400000005495
2017,11,9,4,6.2,0.1,1.8441966666666667,1.8505800000002637
2017,11,9,5,6.1,0.1,1.5652783333333335,1.4804699999986042
2017,11,9,6,6.1,0.1,1.3898808333333335,1.0498000000006869
2017,11,9,7,4.3,0.1,0.8613891666666668,0.6796900000008463
2017,11,9,8,15.9,0.1,4.648194166666666,4.209960000000137
2017,11,9,9,11.4,4.8,8.843214166666668,7.980460000000676
2017,11,9,10,7.3,0.7,3.5323608333333336,3.0400399999998626
2017,11,9,11,8.3,0.8,4.074524166666667,3.200200000001132
2017,11,9,12,8.7,0.7,4.202044166666666,4.0
2017,11,9,13,8.5,0.8,3.7258733333333325,3.25
2017,11,9,14,7.9,0.7,2.8556941666666664,2.480470000000423
2017,11,9,15,8.0,0.6,1.8441674999999995,1.7099699999998847
2017,11,9,16,10.6,0.4,3.736805833333333,3.530269999999291
2017,11,9,17,5.7,0.4,2.5970833333333334,2.5097700000005716
2017,11,9,18,4.9,0.2,2.812044166666667,2.589850000000297
2017,11,9,19,4.6,0.1,1.9676391666666664,1.7900399999998626
2017,11,9,20,4.5,0.2,1.5408333333333335,1.4599600000001374
2017,11,9,21,5.0,0.1,2.4301945454545457,2.1494199999997363
2017,11,9,22,4.6,0.1,1.3460324999999997,1.0898399999987305
2017,11,9,23,0.6,0.2,0.2771218181818182,0.2597600000008242
2017,11,10,0,2.5,0.2,0.32424272727272724,0.25
2017,11,10,1,8.1,0.2,3.592917499999999,3.339850000000297
2017,11,10,2,4.8,0.1,1.6979158333333337,1.6806699999997363
2017,11,10,3,4.7,0.2,1.6181949999999998,1.5400300000001153
2017,11,10,4,4.8,0.2,1.7658333333333334,1.530269999999291
2017,11,10,5,5.5,0.1,2.2773808333333334,1.9795000000012806
2017,11,10,6,5.0,0.1,2.0194449999999997,1.9296899999990273
2017,11,10,7,0.6,0.1,0.25,0.2705100000002858
2017,11,10,8,8.6,0.1,2.8197225000000006,2.660149999999703
2017,11,10,9,7.6,0.4,4.5748025,4.040039999999863
2017,11,10,10,5.8,0.4,3.3697224999999995,3.120119999999588
2017,11,10,11,5.5,0.4,2.5963491666666667,2.5293000000001484
2017,11,10,12,4.8,0.4,2.4570833333333333,2.4199200000002747
2017,11,10,13,4.4,0.4,1.6068049999999998,1.620119999999588
2017,11,10,14,3.5,0.4,1.0373616666666667,1.0195299999995768
2017,11,10,15,8.5,0.4,5.949027500000001,5.530269999999291
2017,11,10,16,9.4,0.8,3.6377574999999993,3.059579999999187
2017,11,10,17,8.0,0.7,4.109444166666666,3.900390000000698
2017,11,10,18,5.9,0.4,1.8971833333333332,1.7900399999998626
2017,11,10,19,6.4,0.4,1.5111116666666664,1.4794899999997142
2017,11,10,20,7.0,0.3,1.5804558333333334,1.569340000000011
2017,11,10,21,6.3,0.3,1.58,1.5595700000012584
2017,11,10,22,6.8,0.3,1.6710316666666667,1.5898399999987305
2017,11,10,23,6.9,0.4,2.8065275,2.7099600000001374
2017,11,11,0,6.1,0.2,2.8940275,2.5595700000012584
2017,11,11,1,6.3,0.2,2.8790866666666663,2.5800799999997253
2017,11,11,2,6.2,0.2,2.4504966666666665,2.280269999999291
2017,11,11,3,6.3,0.0,2.335714166666667,2.2705000000005384
2017,11,11,4,6.8,0.0,2.597916666666667,2.4404300000005605
2017,11,11,5,6.3,0.1,3.2465274999999996,2.7900300000001153
2017,11,11,6,6.7,0.1,2.9851391666666665,2.570319999998901
2017,11,11,7,6.5,0.0,2.8477983333333334,2.560540000000401
2017,11,11,8,17.2,0.0,7.5976783333333335,7.390629999999874
2017,11,11,9,10.5,2.0,5.707718333333333,5.209960000000137
2017,11,11,10,6.5,0.0,2.2212500000000004,2.019529999999577
2017,11,11,11,0.6,0.0,0.18611166666666668,0.2197199999991426
2017,11,11,12,7.3,0.1,0.7708333333333334,0.7001899999995658
2017,11,11,13,5.8,0.0,0.8323616666666663,0.45018999999956577
2017,11,11,14,7.5,0.0,1.1295833333333334,1.120119999999588
2017,11,11,15,5.2,0.0,1.9177775000000004,1.9492100000006758
2017,11,11,16,7.8,0.1,3.096945,2.800779999999577
2017,11,11,17,6.7,0.1,3.3319441666666663,3.2402400000009948
2017,11,11,18,4.5,3.8,4.001388333333334,3.78907000000072
2017,11,11,19,4.2,3.9,4.0215274999999995,3.8203099999991537
2017,11,11,20,4.5,3.7,3.9277766666666665,3.720709999999599
2017,11,11,21,4.2,3.6,3.8763891666666663,3.690420000000813
2017,11,11,22,4.7,0.7,3.8152783333333335,3.6796899999990273
2017,11,11,23,1.0,0.2,0.5513883333333333,0.560540000000401
2017,11,12,0,8.7,0.2,2.3372616666666666,2.28027000000111
2017,11,12,1,4.5,4.0,4.147916666666666,3.7802799999990384
2017,11,12,2,4.1,0.1,2.758332500000001,2.6103599999987637
2017,11,12,3,7.6,0.1,2.1489350000000003,1.8798799999985931
2017,11,12,4,6.4,0.0,1.9477272727272728,2.200199999999313
2017,11,12,5,6.4,0.0,2.2934533333333333,2.349609999999302
2017,11,12,6,6.7,0.1,2.472728181818182,2.2998100000004342
