S_Year,S_Month,S_DAY,S_Hour,P_MAX,P_MIN,P_AVG,YL_MAX
2017,11,9,0,1.25,0.9,0.931819090909091,0.7900399999989531
2017,11,9,1,1.25,0.9,0.9413200000000002,0.8896500000000742
2017,11,9,2,1.25,0.9,0.9437500000000001,0.8798800000004121
2017,11,9,3,1.25,0.9,0.9243058333333335,0.8798800000013216
2017,11,9,4,1.25,0.9,0.9486108333333334,0.8501000000023851
2017,11,9,5,7.65,0.9,2.0907991666666663,1.9199299999982031
2017,11,9,6,7.6,0.9,3.252083333333333,2.6499000000003434
2017,11,9,7,7.25,0.9,1.762500833333333,1.5898399999969115
2017,11,9,8,2.55,0.9,1.2433341666666669,1.1098600000022998
2017,11,9,9,2.2,0.9,1.0236116666666668,0.9101500000006126
2017,11,9,10,7.25,0.9,1.492708333333333,1.4101500000006126
2017,11,9,11,7.75,0.95,2.6569441666666664,2.549810000002253
2017,11,9,12,5.75,0.9,1.5494450000000002,1.279789999996865
2017,11,9,13,6.7,0.9,1.863919166666667,1.689940000000206
2017,11,9,14,5.45,0.9,1.9140274999999998,1.7895500000004176
2017,11,9,15,5.75,0.9,1.9104175,1.6303699999989476
2017,11,9,16,5.4,0.9,1.5751391666666665,1.3398400000005495
2017,11,9,17,5.4,0.95,1.7188636363636363,1.7602499999975407
2017,11,9,18,5.8,0.95,1.6733763636363634,1.4902300000012474
2017,11,9,19,5.4,0.95,1.7677083333333332,1.3696299999992334
2017,11,9,20,8.0,0.95,2.0319749999999996,1.7402399999982663
2017,11,9,21,5.4,0.95,1.8348481818181819,1.75
2017,11,9,22,5.4,0.95,1.4951391666666671,1.370110000002569
2017,11,9,23,5.8,1.05,2.1213200000000003,1.7202099999985876
2017,11,10,0,5.7,1.05,2.0637118181818184,1.6098700000002282
2017,11,10,1,5.5,1.05,1.6312881818181821,1.3798800000013216
2017,11,10,2,5.55,1.05,1.6370041666666666,1.3901300000006813
2017,11,10,3,5.5,1.05,1.5421533333333333,1.3901300000006813
2017,11,10,4,5.45,1.0,1.902709166666667,1.8300799999997253
2017,11,10,5,5.35,0.95,1.4969241666666668,1.3701200000004974
2017,11,10,6,8.0,0.9,3.1999300000000006,2.699709999999868
2017,11,10,7,8.0,0.9,2.3172225,1.9902299999976094
2017,11,10,8,1.5,0.85,1.1736108333333333,1.129880000002231
2017,11,10,9,2.15,0.85,1.1260424999999998,1.1000999999996566
2017,11,10,10,2.15,0.85,0.9613191666666667,0.910159999998541
2017,11,10,11,2.55,0.85,1.6115283333333335,1.5497999999997774
2017,11,10,12,1.7,1.3,1.3725699999999998,1.3002900000010413
2017,11,10,13,8.1,1.1,2.6795833333333334,2.0400400000016816
2017,11,10,14,7.95,1.05,1.9938191666666667,1.6401399999995192
2017,11,10,15,7.7,1.05,2.1552083333333334,1.7197299999997995
2017,11,10,16,7.8,0.9,2.4162500000000002,2.029779999999846
2017,11,10,17,8.05,0.9,2.9965975,2.589850000002116
2017,11,10,18,8.1,0.95,1.8378474999999996,1.6098700000011377
2017,11,10,19,1.3,0.95,0.9937499999999999,0.9003899999997884
2017,11,10,20,8.65,0.95,2.7435416666666668,2.2402299999994284
2017,11,10,21,7.75,0.9,3.530555000000001,2.6699200000011842
2017,11,10,22,7.95,0.9,2.47632,1.880370000001676
2017,11,10,23,7.8,0.9,2.5198716666666665,2.2700199999999313
2017,11,11,0,7.65,0.9,2.7561808333333335,2.2001899999995658
2017,11,11,1,7.7,0.9,2.5777783333333333,2.1899400000011155
2017,11,11,2,7.5,0.9,2.3423616666666662,2.2602500000011787
2017,11,11,3,7.75,0.9,2.8954858333333333,2.3798799999995026
2017,11,11,4,7.75,0.9,3.2592166666666667,2.569829999999456
2017,11,11,5,7.55,0.9,2.9816566666666664,2.6796899999990273
2017,11,11,6,8.05,0.85,2.988263333333333,2.389650000000074
2017,11,11,7,7.5,0.9,1.153125,0.9096699999981865
2017,11,11,8,8.6,0.9,4.335555833333333,4.120110000002569
2017,11,11,9,7.25,0.9,3.2565966666666664,2.7900400000016816
2017,11,11,10,7.6,0.9,2.601735833333333,2.609859999998662
