S_Year,S_Month,S_DAY,S_Hour,P_MAX,P_MIN,P_AVG,YL_MAX
2018,8,1,3,6.3,4.5,4.9486083333333335,4.799999999999272
2018,8,1,4,5.9,4.9,5.215966666666667,4.799999999999272
2018,8,1,5,5.5,4.7,5.1007,4.600000000002183
2018,8,1,6,8.1,4.9,5.570833333333333,5.200000000000728
2018,8,1,7,8.8,6.9,7.659025,7.299999999999272
2018,8,1,8,25.8,8.4,14.15555,12.80000000000291
2018,8,1,9,32.0,24.7,27.565275,24.799999999999272
2018,8,1,10,32.6,27.0,29.667375000000003,27.400000000001455
2018,8,1,11,31.2,26.1,28.392366666666664,25.5
2018,8,1,12,32.4,26.1,28.18610833333334,25.299999999999272
2018,8,1,13,33.4,28.2,30.483333333333334,28.400000000001455
2018,8,1,14,32.2,27.1,29.66389166666666,28.69999999999709
2018,8,1,15,32.3,26.8,29.84375833333333,27.099999999998545
2018,8,1,16,30.7,25.7,28.176391666666664,25.5
2018,8,1,17,30.1,18.9,24.947916666666668,23.299999999999272
2018,8,1,18,22.3,9.6,13.114583333333334,12.5
2018,8,1,19,10.2,7.8,8.583333333333332,7.700000000000728
2018,8,1,20,8.5,6.7,7.534024999999999,6.799999999999272
2018,8,1,21,9.7,6.5,7.487500000000001,7.299999999999272
2018,8,1,22,9.9,8.1,8.870141666666667,8.30000000000291
2018,8,1,23,8.5,7.9,8.152766666666666,7.299999999999272
2018,8,2,0,8.6,5.0,7.529158333333335,7.0
2018,8,2,1,5.3,4.8,4.973608333333334,4.599999999998545
2018,8,2,2,5.3,4.7,4.9888916666666665,4.5
2018,8,2,3,5.4,4.7,4.968741666666666,4.5
2018,8,2,4,5.3,4.6,4.904166666666667,4.5
2018,8,2,5,5.3,4.4,4.813191666666667,4.5
2018,8,2,6,8.1,4.7,5.830549999999999,5.400000000001455
2018,8,2,7,8.2,6.1,7.3646,6.5
2018,8,2,8,22.5,7.7,14.336791666666668,13.5
2018,8,2,9,32.2,23.7,27.47220833333333,24.900000000001455
2018,8,2,10,33.1,27.4,29.68333333333334,26.900000000001455
2018,8,2,11,33.9,25.8,29.850691666666666,27.0
2018,8,2,12,29.1,22.2,25.771541666666675,23.299999999999272
2018,8,2,13,28.2,21.5,24.696533333333335,23.299999999999272
