S_Year,S_Month,S_DAY,S_Hour,P_MAX,P_MIN,P_AVG,YL_MAX
2017,11,9,0,3.75,3.22,3.4842427272727274,2.9501899999995658
2017,11,9,1,3.82,3.22,3.5743883333333337,3.3798900000001595
2017,11,9,2,3.67,3.22,3.4284025000000002,3.25
2017,11,9,3,3.67,3.22,3.4441666666666673,3.229489999999714
2017,11,9,4,3.67,3.22,3.4534716666666667,3.259760000000824
2017,11,9,5,3.67,3.15,3.4015275000000003,3.1103500000008353
2017,11,9,6,3.67,3.22,3.512014166666667,3.1894499999998516
2017,11,9,7,4.12,3.3,3.7956108333333334,3.4501899999995658
2017,11,9,8,5.1,3.45,4.0637775000000005,3.629880000000412
2017,11,9,9,5.85,3.75,4.780718333333334,4.370119999999588
2017,11,9,10,5.85,4.65,5.092110833333333,4.5898400000005495
2017,11,9,11,7.27,4.57,5.329235833333333,4.849609999999302
2017,11,9,12,5.32,4.57,4.932610833333334,4.639649999999165
2017,11,9,13,5.62,4.42,4.926333333333333,4.620119999999588
2017,11,9,14,5.55,4.42,4.91668,4.639649999999165
2017,11,9,15,5.62,3.67,4.5018475,4.1904300000005605
2017,11,9,16,5.92,4.05,5.1444725,4.830069999999978
2017,11,9,17,7.42,4.2,5.264583333333333,4.849609999999302
2017,11,9,18,4.87,4.27,4.5098191666666665,4.25
2017,11,9,19,5.02,4.2,4.4996525,4.200189999999566
2017,11,9,20,4.65,3.75,4.0707118181818185,3.8095699999994395
2017,11,9,21,4.87,3.75,4.0963191666666665,3.8095699999994395
2017,11,9,22,4.8,3.97,4.1995,3.9394499999998516
2017,11,9,23,4.05,3.07,3.4846363636363633,3.119140000000698
2017,11,10,0,3.82,3.15,3.4172358333333333,3.129880000000412
2017,11,10,1,3.82,3.22,3.466583333333333,3.150390000000698
2017,11,10,2,3.75,3.15,3.464888333333334,3.129880000000412
2017,11,10,3,4.12,3.22,3.4224866666666665,3.129880000000412
2017,11,10,4,3.97,3.15,3.3527358333333335,3.059579999999187
2017,11,10,5,3.97,3.07,3.36457,3.2001899999995658
2017,11,10,6,4.05,3.07,3.447778333333334,3.25
2017,11,10,7,4.42,3.45,3.749791666666667,3.5498100000004342
2017,11,10,8,5.47,3.52,4.177555833333334,3.910149999999703
2017,11,10,9,7.12,4.05,5.005666666666667,4.770500000000538
2017,11,10,10,5.55,4.65,5.042721666666666,4.739250000000538
2017,11,10,11,5.77,4.57,5.041055833333334,4.740229999999428
2017,11,10,12,5.32,4.42,4.962041666666667,4.6601599999994505
2017,11,10,13,5.62,4.57,4.9660416666666665,4.689449999999852
2017,11,10,14,5.4,4.42,4.900805,4.5898400000005495
2017,11,10,15,5.77,4.42,4.961944166666667,4.490229999999428
2017,11,10,16,6.9,4.57,5.2330000000000005,4.8398400000005495
2017,11,10,17,6.67,4.2,4.933208333333334,4.509760000000824
2017,11,10,18,6.82,4.2,4.620138333333333,4.260739999999714
2017,11,10,19,4.95,4.12,4.500583333333333,4.089850000000297
2017,11,10,20,4.35,3.75,4.155208333333333,3.799800000000687
2017,11,10,21,6.15,3.9,4.185583333333333,3.7197199999991426
2017,11,10,22,6.15,3.45,4.160694166666667,3.729489999999714
2017,11,10,23,3.75,3.15,3.424166666666667,3.25
2017,11,11,0,4.05,3.22,3.5579858333333334,3.3896499999991647
