SDATE,DEVICE_CODE,P_MAX,P_MIN,P_AVG,YL_MAX,S_MINUTE,S_DAY
2018/6/21 00:00:00,K0bjcxc5029522,13.2529,12.1922,12.5541,219.719,28800,21
2018/6/21 00:05:00,K0bjcxc5029522,12.9377,12.5319,12.8024,237.901,28805,21
2018/6/21 00:10:00,K0bjcxc5029522,12.5319,12.2672,12.3996,228.836,28810,21
2018/6/21 00:15:00,K0bjcxc5029522,11.4012,11.2606,11.3309,215.07,28815,21
2018/6/21 00:20:00,K0bjcxc5029522,11.8416,11.5267,11.6317,211.735,28820,21
2018/6/21 00:25:00,K0bjcxc5029522,11.8414,11.8414,11.8414,214.035,28825,21
2018/6/21 00:30:00,K0bjcxc5029522,12.0778,11.6275,11.9277,214.246,28830,21
2018/6/21 00:35:00,K0bjcxc5029522,11.4706,10.7775,11.1419,208.269,28835,21
2018/6/21 00:40:00,K0bjcxc5029522,11.5689,10.6717,11.006,213.232,28840,21
2018/6/21 00:45:00,K0bjcxc5029522,11.4501,11.1528,11.351,212.832,28845,21
2018/6/21 00:50:00,K0bjcxc5029522,11.6584,11.6584,11.6584,214.775,28850,21
2018/6/21 00:55:00,K0bjcxc5029522,11.7269,10.9541,11.3048,213.076,28855,21
2018/6/21 01:00:00,K0bjcxc5029522,10.6857,10.0828,10.3468,197.966,28860,21
2018/6/21 01:05:00,K0bjcxc5029522,10.6374,10.3908,10.5141,199.154,28865,21
2018/6/21 01:10:00,K0bjcxc5029522,12.3466,10.8921,11.5533,216.59,28870,21
2018/6/21 01:15:00,K0bjcxc5029522,11.2416,10.8692,11.031,201.831,28875,21
2018/6/21 01:20:00,K0bjcxc5029522,11.6794,11.6794,11.6794,201.041,28880,21
2018/6/21 01:25:00,K0bjcxc5029522,11.7295,10.8953,11.3268,207.188,28885,21
2018/6/21 01:30:00,K0bjcxc5029522,11.5177,11.3132,11.4495,205.006,28890,21
2018/6/21 01:35:00,K0bjcxc5029522,11.1045,11.1045,11.1045,194.886,28895,21
2018/6/21 01:40:00,K0bjcxc5029522,10.7808,10.6868,10.735,190.073,28900,21
2018/6/21 01:45:00,K0bjcxc5029522,11.2526,9.8896,10.3439,198.629,28905,21
2018/6/21 01:50:00,K0bjcxc5029522,10.2563,10.2563,10.2563,181.298,28910,21
2018/6/21 01:55:00,K0bjcxc5029522,10.8624,10.6793,10.7403,189.922,28915,21
2018/6/21 02:00:00,K0bjcxc5029522,11.434,11.0378,11.2359,199.603,28920,21
2018/6/21 02:05:00,K0bjcxc5029522,11.0548,10.8631,10.9345,192.653,28925,21
2018/6/21 02:10:00,K0bjcxc5029522,10.7287,10.4391,10.5391,188.474,28930,21
2018/6/21 02:15:00,K0bjcxc5029522,11.5042,11.1023,11.3033,196.117,28935,21
2018/6/21 02:20:00,K0bjcxc5029522,10.8418,10.3558,10.7065,188.569,28940,21
2018/6/21 02:25:00,K0bjcxc5029522,10.7352,10.293,10.5663,187.858,28945,21
2018/6/21 02:30:00,K0bjcxc5029522,10.9957,10.7523,10.874,187.904,28950,21
2018/6/21 02:35:00,K0bjcxc5029522,10.1519,10.0559,10.1039,183.826,28955,21
2018/6/21 02:40:00,K0bjcxc5029522,11.2243,10.738,10.9001,202.195,28960,21
2018/6/21 02:45:00,K0bjcxc5029522,10.902,10.902,10.902,199.239,28965,21
2018/6/21 02:50:00,K0bjcxc5029522,10.6024,10.3583,10.4397,190.566,28970,21
2018/6/21 02:55:00,K0bjcxc5029522,11.6442,10.3939,10.8867,207.136,28975,21
2018/6/21 03:00:00,K0bjcxc5029522,10.3689,10.3154,10.3422,183.37,28980,21
2018/6/21 03:05:00,K0bjcxc5029522,10.9898,10.5839,10.7192,189.707,28985,21
2018/6/21 03:10:00,K0bjcxc5029522,11.292,10.1609,10.7748,191.518,28990,21
2018/6/21 03:15:00,K0bjcxc5029522,11.5829,11.0575,11.2908,198.102,28995,21
2018/6/21 03:20:00,K0bjcxc5029522,11.2521,11.0347,11.1687,195.271,29000,21
2018/6/21 03:25:00,K0bjcxc5029522,10.8632,10.84,10.8516,187.814,29005,21
2018/6/21 03:30:00,K0bjcxc5029522,10.9089,10.0511,10.4297,183.449,29010,21
2018/6/21 03:35:00,K0bjcxc5029522,10.7746,9.9172,10.2618,186.479,29015,21
2018/6/21 03:40:00,K0bjcxc5029522,9.9818,9.9818,9.9818,180.911,29020,21
