SDATE,temperature_min,temperature_max
2018-10-01,10,24
2018-10-02,10,25
2018-10-03,9,25
2018-10-04,11,25
2018-10-05,13,24
2018-10-06,7,20
2018-10-07,7,22
2018-10-08,8,21
2018-10-09,3,15
2018-10-10,3,17
2018-10-11,4,19
2018-10-12,7,20
2018-10-13,7,20
2018-10-14,10,21
2018-10-15,11,16
2018-10-16,6,17
2018-10-17,4,17
2018-10-18,5,18
2018-10-19,5,19
2018-10-20,6,18
2018-10-21,7,18
