SDATE,temperature_min,temperature_max
2017-02-01,-9,5
2017-02-02,-7,6
2017-02-03,-3,7
2017-02-04,-3,10
2017-02-05,-5,9
2017-02-06,-6,5
2017-02-07,-6,1
2017-02-08,-8,5
2017-02-09,-6,4
2017-02-10,-7,5
2017-02-11,-5,8
2017-02-12,-4,11
2017-02-13,-5,11
2017-02-14,-4,9
2017-02-15,0,8
2017-02-16,-5,8
2017-02-17,-6,6
2017-02-18,-2,9
2017-02-19,-2,15
2017-02-20,-3,7
2017-02-21,-4,0
2017-02-22,-3,11
2017-02-23,-5,7
2017-02-24,-3,13
2017-02-25,-2,13
2017-02-26,-4,14
2017-02-27,2,14
2017-02-28,1,16
