SDATE,temperature_min,temperature_max
2018-02-01,-7,4
2018-02-02,-10,-1
2018-02-03,-10,0
2018-02-04,-8,2
2018-02-05,-12,1
2018-02-06,-8,4
2018-02-07,-10,2
2018-02-08,-8,3
2018-02-09,-9,4
2018-02-10,-12,0
2018-02-11,-9,0
2018-02-12,-7,6
2018-02-13,-4,8
2018-02-14,-6,7
2018-02-15,-5,5
2018-02-16,-5,8
2018-02-17,-5,5
2018-02-18,-3,9
2018-02-19,-3,7
2018-02-20,-5,5
2018-02-21,-4,8
2018-02-22,-5,10
2018-02-23,-4,11
2018-02-24,-7,3
2018-02-25,-4,7
2018-02-26,0,12
2018-02-27,-1,7
2018-02-28,-2,10
