S_Year,S_Month,S_DAY,S_Hour,P_MAX,P_MIN,P_AVG,YL_MAX
2017,11,9,0,49.0,39.0,42.89267636363636,34.8125
2017,11,9,1,45.0,39.0,41.9965275,38.375
2017,11,9,2,45.0,39.0,41.3372025,37.5625
2017,11,9,3,47.0,39.0,41.99454416666667,38.4375
2017,11,9,4,59.0,39.0,43.02728249999999,40.375
2017,11,9,5,67.0,40.0,59.23779666666667,56.375
2017,11,9,6,56.0,40.0,43.04067583333333,40.8125
2017,11,9,7,73.0,39.0,50.99256,46.375
2017,11,9,8,149.0,57.0,90.62857083333334,83.1875
2017,11,9,9,178.0,140.0,156.4575391666667,141.5625
2017,11,9,10,198.0,143.0,161.33948416666667,145.625
2017,11,9,11,196.0,144.0,162.1944433333333,145.625
2017,11,9,12,171.0,130.0,147.83254000000002,134.0625
2017,11,9,13,179.0,133.0,150.52341166666668,141.5625
2017,11,9,14,178.0,131.0,148.22470166666668,139.9375
2017,11,9,15,178.0,130.0,147.2113108333333,137.625
2017,11,9,16,168.0,123.0,144.16438416666668,136.0625
2017,11,9,17,151.0,94.0,123.93015916666666,116.75
2017,11,9,18,100.0,69.0,78.76190416666667,73.5625
2017,11,9,19,78.0,60.0,67.40099250000002,63.25
2017,11,9,20,95.0,59.0,86.31904750000001,82.8125
2017,11,9,21,95.0,49.0,62.96944416666667,58.4375
2017,11,9,22,61.0,47.0,52.0562175,49.1875
2017,11,9,23,58.0,50.0,54.688491666666664,51.9375
2017,11,10,0,76.0,46.0,61.894510833333335,56.75
2017,11,10,1,62.0,41.0,49.484424999999995,44.4375
2017,11,10,2,51.0,41.0,43.73888833333333,40.0
2017,11,10,3,46.0,40.0,42.67857166666667,38.4375
2017,11,10,4,48.0,39.0,42.731315833333326,38.875
2017,11,10,5,57.0,39.0,42.63323416666667,38.8125
2017,11,10,6,51.0,39.0,43.08545,41.1875
2017,11,10,7,70.0,41.0,54.20476166666666,51.5625
2017,11,10,8,149.0,59.0,92.65188416666666,86.875
2017,11,10,9,204.0,136.0,163.93531750000002,153.625
2017,11,10,10,178.0,136.0,153.66964249999998,143.25
2017,11,10,11,180.0,139.0,153.29742,144.8125
2017,11,10,12,186.0,133.0,156.42222166666664,145.1875
2017,11,10,13,183.0,125.0,161.56150749999998,152.0
2017,11,10,14,165.0,124.0,140.8373016666667,132.4375
2017,11,10,15,165.0,125.0,140.3940475,132.0
2017,11,10,16,170.0,123.0,136.935715,128.8125
2017,11,10,17,151.0,99.0,123.58988166666666,111.625
2017,11,10,18,105.0,67.0,81.20793666666667,73.625
