S_Year,S_Month,S_DAY,S_Hour,P_MAX,P_MIN,P_AVG,YL_MAX
2017,11,9,0,60.0,48.0,56.54545454545455,49.0625
2017,11,9,1,60.0,48.0,59.25,56.4375
2017,11,9,2,72.0,48.0,59.0,58.0625
2017,11,9,3,60.0,48.0,58.73333333333333,57.9375
2017,11,9,4,72.0,60.0,60.333333333333336,60.1875
2017,11,9,5,72.0,60.0,66.8,67.8125
2017,11,9,6,72.0,60.0,64.3,65.1875
2017,11,9,7,84.0,48.0,65.66666666666667,64.5625
2017,11,9,8,168.0,84.0,117.78333333333335,111.375
2017,11,9,9,216.0,156.0,190.63333333333333,179.625
2017,11,9,10,228.0,180.0,201.55000000000004,186.6875
2017,11,9,11,216.0,168.0,193.6833333333333,177.875
2017,11,9,12,228.0,156.0,180.0666666666667,164.9375
2017,11,9,13,204.0,156.0,180.73333333333335,175.4375
2017,11,9,14,216.0,180.0,190.15,183.0625
2017,11,9,15,204.0,168.0,188.13333333333333,181.625
2017,11,9,16,216.0,168.0,183.2928575,175.5
2017,11,9,17,180.0,108.0,138.3,133.625
2017,11,9,18,120.0,84.0,103.88333333333333,102.1875
2017,11,9,19,120.0,72.0,108.71666666666665,107.25
2017,11,9,20,120.0,60.0,75.88333333333334,74.5625
2017,11,9,21,168.0,108.0,135.65454545454546,134.0
2017,11,9,22,144.0,60.0,107.58333333333333,105.75
2017,11,9,23,72.0,60.0,60.27272727272727,60.6875
2017,11,10,0,72.0,60.0,60.872727272727275,60.5
2017,11,10,1,72.0,60.0,63.083333333333336,62.4375
2017,11,10,2,72.0,60.0,60.599999999999994,59.625
2017,11,10,3,72.0,60.0,60.5,60.25
2017,11,10,4,72.0,60.0,60.27272727272727,59.0625
2017,11,10,5,72.0,60.0,61.31666666666666,60.1875
2017,11,10,6,72.0,60.0,65.25,65.6875
2017,11,10,7,108.0,60.0,70.56666666666666,71.3125
2017,11,10,8,168.0,84.0,117.88333333333333,115.125
2017,11,10,9,228.0,156.0,186.4666666666667,180.75
2017,11,10,10,216.0,180.0,194.55000000000004,187.1875
2017,11,10,11,204.0,168.0,184.96666666666667,179.125
2017,11,10,12,216.0,156.0,191.9666666666667,184.75
2017,11,10,13,192.0,168.0,177.25,170.6875
2017,11,10,14,204.0,180.0,188.9333333333333,182.625
2017,11,10,15,204.0,180.0,186.10000000000002,179.9375
2017,11,10,16,216.0,156.0,181.55000000000004,174.375
2017,11,10,17,192.0,96.0,146.36666666666667,137.0
2017,11,10,18,132.0,72.0,107.0,101.4375
2017,11,10,19,108.0,96.0,100.40000000000002,96.5625
2017,11,10,20,108.0,72.0,94.91666666666667,91.9375
2017,11,10,21,108.0,72.0,86.51666666666667,82.8125
2017,11,10,22,96.0,48.0,64.5,62.5625
2017,11,10,23,96.0,48.0,62.61666666666667,63.4375
2017,11,11,0,132.0,84.0,106.31666666666666,104.6875
2017,11,11,1,132.0,84.0,108.85000000000001,106.25
2017,11,11,2,84.0,60.0,68.16666666666667,68.9375
2017,11,11,3,60.0,48.0,56.666666666666664,57.5
2017,11,11,4,60.0,48.0,56.833333333333336,58.0
2017,11,11,5,96.0,60.0,93.66666666666667,93.5625
2017,11,11,6,96.0,60.0,68.75,65.375
2017,11,11,7,108.0,72.0,95.66666666666667,91.6875
2017,11,11,8,168.0,84.0,125.05000000000001,120.9375
2017,11,11,9,156.0,96.0,115.41666666666667,109.75
2017,11,11,10,156.0,144.0,150.13333333333335,140.25
2017,11,11,11,156.0,72.0,108.68333333333334,101.75
2017,11,11,12,108.0,84.0,91.56666666666666,88.6875
2017,11,11,13,96.0,72.0,83.43333333333334,80.1875
2017,11,11,14,96.0,72.0,80.5,78.4375
2017,11,11,15,84.0,60.0,72.41666666666667,72.125
2017,11,11,16,96.0,60.0,84.58333333333333,81.8125
2017,11,11,17,96.0,72.0,88.66666666666667,90.0
2017,11,11,18,96.0,60.0,76.81666666666668,77.5625
2017,11,11,19,96.0,72.0,89.51666666666667,89.75
2017,11,11,20,108.0,84.0,94.78333333333335,95.5
2017,11,11,21,144.0,96.0,115.91666666666667,114.25
2017,11,11,22,108.0,48.0,78.41666666666667,79.125
2017,11,11,23,84.0,60.0,78.66666666666667,80.3125
2017,11,12,0,60.0,48.0,55.81666666666666,57.625
2017,11,12,1,108.0,48.0,73.0,70.5625
2017,11,12,2,108.0,60.0,79.95,78.0625
2017,11,12,3,72.0,60.0,65.53333333333333,64.625
2017,11,12,4,60.0,48.0,58.15,55.9375
2017,11,12,5,60.0,48.0,57.6,56.5625
2017,11,12,6,96.0,48.0,73.54523833333333,71.4375
2017,11,12,7,96.0,72.0,78.10909090909091,75.4375
2017,11,12,8,72.0,48.0,62.31666666666666,61.125
2017,11,12,9,84.0,60.0,69.43333333333334,69.0
2017,11,12,10,108.0,84.0,92.46666666666665,87.75
2017,11,12,11,84.0,60.0,67.66666666666667,69.9375
2017,11,12,12,132.0,60.0,103.26666666666667,103.375
2017,11,12,13,132.0,84.0,113.98333333333333,113.9375
2017,11,12,14,84.0,60.0,69.89999999999999,70.4375
2017,11,12,15,108.0,72.0,90.93333333333334,91.5625
2017,11,12,16,168.0,84.0,120.16666666666667,117.25
2017,11,12,17,168.0,60.0,126.93333333333334,119.0
2017,11,12,18,108.0,60.0,82.33333333333333,80.875
2017,11,12,19,108.0,84.0,94.41666666666667,90.5625
2017,11,12,20,96.0,60.0,72.0,70.5
2017,11,12,21,72.0,48.0,60.0,58.4375
2017,11,12,22,96.0,60.0,82.83333333333333,80.9375
2017,11,12,23,96.0,60.0,86.2,85.9375
2017,11,13,0,132.0,60.0,111.45,112.1875
2017,11,13,1,132.0,72.0,99.05000000000001,97.875
2017,11,13,2,72.0,48.0,59.083333333333336,59.9375
2017,11,13,3,60.0,48.0,54.547619166666664,56.3125
2017,11,13,4,84.0,60.0,82.16666666666667,82.75
2017,11,13,5,72.0,60.0,64.5,65.6875
2017,11,13,6,84.0,60.0,62.800000000000004,64.0
2017,11,13,7,96.0,60.0,72.36666666666666,74.5625
2017,11,13,8,216.0,72.0,125.4571433333333,123.375
2017,11,13,9,252.0,192.0,220.13333333333333,211.8125
2017,11,13,10,228.0,204.0,218.01666666666668,201.3125
2017,11,13,11,240.0,204.0,220.05238083333336,204.75
2017,11,13,12,264.0,192.0,237.27619083333335,219.0
2017,11,13,13,252.0,192.0,223.36666666666667,207.0625
2017,11,13,14,240.0,192.0,217.57142833333333,200.375
2017,11,13,15,252.0,180.0,209.98333333333335,191.25
2017,11,13,16,288.0,216.0,254.51666666666665,234.875
2017,11,13,17,216.0,144.0,174.29999999999998,159.25
2017,11,13,18,168.0,108.0,132.35,122.875
2017,11,13,19,96.0,60.0,65.66666666666667,64.8125
2017,11,13,20,84.0,60.0,70.3,70.5
2017,11,13,21,108.0,60.0,98.41666666666667,98.0
2017,11,13,22,120.0,84.0,104.43333333333334,102.25
2017,11,13,23,120.0,84.0,103.63333333333333,100.1875
2017,11,14,0,144.0,72.0,90.83333333333333,89.25
2017,11,14,1,156.0,120.0,135.91666666666666,132.8125
2017,11,14,2,156.0,84.0,111.55,108.9375
2017,11,14,3,96.0,60.0,71.51666666666667,71.6875
2017,11,14,4,96.0,72.0,83.36666666666666,84.75
2017,11,14,5,72.0,60.0,64.3,64.75
2017,11,14,6,84.0,60.0,66.25,67.0625
2017,11,14,7,96.0,60.0,80.43333333333334,82.1875
2017,11,14,8,216.0,96.0,162.95,152.625
2017,11,14,9,252.0,192.0,232.9071425,223.0
2017,11,14,10,312.0,216.0,263.84047583333336,252.125
2017,11,14,11,336.0,192.0,261.30476166666665,247.0625
2017,11,14,12,276.0,204.0,232.39761916666666,223.875
