S_Year,S_Month,S_DAY,S_Hour,P_MAX,P_MIN,P_AVG,YL_MAX
2017,11,9,0,108.0,84.0,94.25454545454545,80.625
2017,11,9,1,96.0,72.0,83.64999999999999,80.875
2017,11,9,2,96.0,84.0,89.06666666666666,85.75
2017,11,9,3,108.0,72.0,90.16904749999999,87.75
2017,11,9,4,108.0,84.0,94.98333333333335,94.375
2017,11,9,5,132.0,96.0,109.36666666666666,107.75
2017,11,9,6,180.0,108.0,151.91666666666666,149.75
2017,11,9,7,180.0,132.0,154.70000000000002,144.125
2017,11,9,8,312.0,144.0,229.24761916666662,215.125
2017,11,9,9,360.0,276.0,312.31666666666666,288.375
2017,11,9,10,396.0,300.0,340.8833333333333,312.125
2017,11,9,11,360.0,288.0,321.5071433333333,293.375
2017,11,9,12,348.0,264.0,307.2666666666666,281.75
2017,11,9,13,336.0,264.0,300.84999999999997,288.875
2017,11,9,14,336.0,264.0,296.1476191666667,281.375
2017,11,9,15,312.0,228.0,267.46904750000004,255.875
2017,11,9,16,324.0,240.0,274.1523808333333,263.375
2017,11,9,17,348.0,252.0,282.8333333333333,269.5
2017,11,9,18,300.0,228.0,256.3666666666667,244.75
2017,11,9,19,264.0,168.0,224.19761916666673,212.625
2017,11,9,20,240.0,156.0,198.98333333333335,190.25
2017,11,9,21,204.0,120.0,147.45000000000002,141.0
2017,11,9,22,156.0,108.0,121.81666666666668,120.0
2017,11,9,23,144.0,84.0,103.38333333333334,101.625
2017,11,10,0,132.0,96.0,102.18333333333334,98.75
2017,11,10,1,120.0,72.0,94.64444416666667,90.875
2017,11,10,2,108.0,72.0,87.41666666666667,83.375
2017,11,10,3,108.0,84.0,93.86904750000001,89.75
2017,11,10,4,120.0,84.0,99.30000000000001,95.125
2017,11,10,5,132.0,84.0,114.88333333333333,109.375
2017,11,10,6,180.0,108.0,138.40238083333332,133.375
2017,11,10,7,180.0,132.0,151.92380916666667,148.25
2017,11,10,8,288.0,144.0,211.23333333333335,205.875
2017,11,10,9,324.0,240.0,286.16666666666663,274.5
2017,11,10,10,384.0,276.0,335.43333333333334,318.375
2017,11,10,11,360.0,276.0,314.81904749999995,297.625
2017,11,10,12,348.0,276.0,301.50952416666667,286.125
2017,11,10,13,336.0,264.0,304.09999999999997,291.5
2017,11,10,14,312.0,252.0,275.3476191666666,261.625
2017,11,10,15,288.0,228.0,257.96428583333335,247.25
2017,11,10,16,288.0,216.0,245.8166666666667,233.625
2017,11,10,17,300.0,228.0,267.5,248.0
2017,11,10,18,276.0,192.0,238.05714250000003,221.875
2017,11,10,19,240.0,168.0,202.98571416666672,188.75
2017,11,10,20,216.0,144.0,176.72619083333333,164.625
2017,11,10,21,192.0,120.0,156.27380916666667,147.5
2017,11,10,22,144.0,96.0,113.71666666666665,108.375
2017,11,10,23,132.0,84.0,111.18333333333334,109.25
2017,11,11,0,108.0,72.0,91.0,90.0
2017,11,11,1,96.0,72.0,83.16666666666667,82.25
2017,11,11,2,108.0,72.0,85.57857166666668,86.875
2017,11,11,3,108.0,72.0,85.31666666666668,84.875
2017,11,11,4,120.0,84.0,97.03333333333335,97.375
2017,11,11,5,120.0,84.0,102.88333333333334,101.125
2017,11,11,6,144.0,96.0,109.68333333333334,105.125
2017,11,11,7,156.0,96.0,129.11666666666665,122.5
2017,11,11,8,204.0,108.0,161.4,153.5
2017,11,11,9,228.0,156.0,192.22619083333333,176.75
2017,11,11,10,300.0,192.0,236.73333333333332,221.0
2017,11,11,11,276.0,204.0,234.26666666666668,216.5
2017,11,11,12,264.0,204.0,236.23333333333332,217.875
2017,11,11,13,300.0,192.0,227.9952383333333,208.375
2017,11,11,14,216.0,168.0,187.58333333333334,175.125
2017,11,11,15,216.0,168.0,191.26666666666665,178.0
2017,11,11,16,228.0,168.0,196.41666666666666,181.375
2017,11,11,17,276.0,180.0,219.48571416666667,209.75
2017,11,11,18,228.0,180.0,202.4190475,196.25
2017,11,11,19,216.0,156.0,190.68452416666665,184.75
2017,11,11,20,216.0,144.0,176.41666666666666,170.0
2017,11,11,21,192.0,96.0,145.80476166666668,141.0
2017,11,11,22,156.0,108.0,124.21666666666665,122.375
2017,11,11,23,120.0,96.0,108.43333333333332,105.5
2017,11,12,0,120.0,72.0,93.50238083333333,92.25
2017,11,12,1,108.0,72.0,87.0,83.25
2017,11,12,2,108.0,72.0,88.56666666666666,85.125
2017,11,12,3,120.0,84.0,99.45,95.875
2017,11,12,4,132.0,84.0,104.63333333333333,100.375
2017,11,12,5,120.0,84.0,101.088095,95.125
2017,11,12,6,108.0,72.0,96.81666666666666,93.875
2017,11,12,7,144.0,84.0,112.10952416666667,107.625
2017,11,12,8,192.0,96.0,145.47380916666668,138.875
2017,11,12,9,252.0,168.0,209.95833333333334,196.25
2017,11,12,10,288.0,204.0,234.25476166666667,215.375
2017,11,12,11,300.0,204.0,236.00634916666664,223.875
2017,11,12,12,264.0,180.0,208.32857166666665,198.375
2017,11,12,13,264.0,180.0,224.94841250000002,216.75
2017,11,12,14,228.0,180.0,197.163095,189.25
2017,11,12,15,264.0,180.0,214.10833416666665,207.0
2017,11,12,16,252.0,192.0,220.39880916666667,212.125
2017,11,12,17,252.0,192.0,218.93174583333334,202.75
2017,11,12,18,252.0,192.0,217.01904750000003,201.0
2017,11,12,19,228.0,168.0,200.83333333333334,188.25
2017,11,12,20,216.0,144.0,179.938095,165.625
2017,11,12,21,180.0,132.0,154.99761916666668,142.25
2017,11,12,22,180.0,108.0,134.80238083333333,125.25
2017,11,12,23,132.0,84.0,103.5190475,100.75
2017,11,13,0,108.0,72.0,85.83333333333333,87.875
2017,11,13,1,120.0,72.0,89.17380916666666,89.375
2017,11,13,2,120.0,72.0,97.36428583333334,95.625
2017,11,13,3,108.0,72.0,88.55,89.125
2017,11,13,4,120.0,84.0,97.96666666666665,95.875
2017,11,13,5,132.0,96.0,106.72142833333334,106.25
2017,11,13,6,180.0,84.0,139.63333333333333,137.625
2017,11,13,7,180.0,144.0,164.58809499999998,159.0
2017,11,13,8,288.0,156.0,223.60000000000002,217.375
2017,11,13,9,384.0,252.0,324.99999999999994,313.375
2017,11,13,10,444.0,324.0,379.59642916666667,347.875
2017,11,13,11,384.0,300.0,342.24761916666665,313.625
2017,11,13,12,348.0,264.0,316.7238091666667,289.5
2017,11,13,13,336.0,276.0,309.5809525,285.0
2017,11,13,14,336.0,264.0,296.46428583333335,271.625
2017,11,13,15,324.0,264.0,295.3476191666667,269.75
2017,11,13,16,336.0,252.0,289.82381000000004,267.25
2017,11,13,17,324.0,240.0,278.7940475,257.125
2017,11,13,18,288.0,216.0,241.9309525,220.625
2017,11,13,19,264.0,180.0,216.40833333333333,199.875
2017,11,13,20,240.0,156.0,193.6047625,185.25
2017,11,13,21,216.0,120.0,162.8166666666667,157.0
2017,11,13,22,168.0,108.0,140.57380999999998,136.625
2017,11,13,23,132.0,96.0,117.43333333333334,113.0
2017,11,14,0,132.0,96.0,108.11666666666667,106.875
2017,11,14,1,120.0,96.0,100.55,99.0
2017,11,14,2,120.0,96.0,102.86666666666667,101.75
2017,11,14,3,120.0,96.0,105.08333333333333,103.5
2017,11,14,4,120.0,84.0,99.68333333333334,99.375
2017,11,14,5,144.0,96.0,113.56666666666666,112.875
2017,11,14,6,180.0,96.0,143.35,141.75
2017,11,14,7,192.0,156.0,177.73333333333335,172.75
2017,11,14,8,348.0,180.0,264.45,244.25
2017,11,14,9,396.0,324.0,355.51428583333336,335.0
2017,11,14,10,504.0,348.0,431.7976191666667,413.5
2017,11,14,11,444.0,336.0,396.6547616666667,375.25
2017,11,14,12,396.0,312.0,342.99523833333336,323.75
2017,11,14,13,420.0,312.0,348.4047616666667,322.5
2017,11,14,14,408.0,276.0,360.5916666666667,340.375
2017,11,14,15,396.0,288.0,334.78571416666665,307.0
2017,11,14,16,360.0,264.0,315.25238083333335,289.75
2017,11,14,17,336.0,252.0,295.18333333333334,272.375
2017,11,14,18,300.0,228.0,270.35,260.125
2017,11,14,19,312.0,216.0,253.89999999999998,243.375
2017,11,14,20,288.0,192.0,235.09047583333336,218.875
2017,11,14,21,216.0,132.0,166.3714283333333,154.875
2017,11,14,22,156.0,96.0,127.31666666666666,121.0
2017,11,14,23,144.0,84.0,119.38333333333333,113.25
2017,11,15,0,120.0,72.0,101.2,98.375
2017,11,15,1,108.0,84.0,92.78333333333335,88.75
2017,11,15,2,108.0,84.0,102.08333333333333,96.75
2017,11,15,3,108.0,84.0,93.26428583333332,89.375
2017,11,15,4,120.0,84.0,98.58333333333333,92.0
2017,11,15,5,144.0,108.0,117.06666666666666,112.625
2017,11,15,6,156.0,96.0,127.30000000000001,120.25
2017,11,15,7,240.0,156.0,197.53333333333333,184.375
2017,11,15,8,348.0,216.0,285.2761908333333,265.75
2017,11,15,9,372.0,312.0,353.96190500000006,322.375
2017,11,15,10,444.0,348.0,385.93095249999993,349.375
2017,11,15,11,432.0,324.0,368.4547616666667,336.375
2017,11,15,12,384.0,336.0,361.15,72.25
2017,11,15,15,336.0,288.0,311.08571333333333,54.75
2017,11,15,16,372.0,276.0,319.1238091666667,302.875
2017,11,15,17,360.0,264.0,300.03333333333336,275.0
2017,11,15,18,312.0,216.0,260.4666666666667,239.75
2017,11,15,19,324.0,216.0,255.9309525,238.375
2017,11,15,20,264.0,204.0,227.44761916666667,211.875
2017,11,15,21,216.0,156.0,183.44761916666667,170.0
2017,11,15,22,180.0,120.0,144.76666666666665,135.25
2017,11,15,23,144.0,108.0,124.76071416666667,117.25
2017,11,16,0,120.0,96.0,110.92142833333332,105.75
2017,11,16,1,132.0,96.0,117.44523833333334,112.5
2017,11,16,2,132.0,96.0,111.66666666666667,106.25
2017,11,16,3,132.0,96.0,116.7,109.875
2017,11,16,4,144.0,120.0,129.2809525,123.25
2017,11,16,5,156.0,108.0,135.188095,127.75
2017,11,16,6,192.0,132.0,157.88333333333333,148.0
2017,11,16,7,240.0,168.0,200.75833333333333,188.875
2017,11,16,8,348.0,204.0,271.15,253.125
2017,11,16,9,408.0,336.0,361.6666666666667,330.375
2017,11,16,10,408.0,336.0,383.05,354.75
2017,11,16,11,444.0,348.0,388.55,371.125
2017,11,16,12,408.0,324.0,362.02857166666666,342.0
2017,11,16,13,420.0,324.0,355.4428575,338.625
2017,11,16,14,348.0,276.0,306.6666666666667,291.125
2017,11,16,15,336.0,252.0,281.8,267.25
2017,11,16,16,372.0,252.0,304.2666666666667,287.75
2017,11,16,17,348.0,252.0,294.71428583333335,280.875
2017,11,16,18,312.0,240.0,267.31666666666666,255.375
2017,11,16,19,288.0,204.0,241.73095249999997,229.5
2017,11,16,20,252.0,156.0,204.29999999999998,194.375
2017,11,16,21,192.0,120.0,152.38333333333333,146.375
2017,11,16,22,156.0,96.0,128.04166666666666,124.625
2017,11,16,23,120.0,84.0,101.36666666666667,99.625
2017,11,17,0,120.0,84.0,95.24047583333333,96.0
2017,11,17,1,96.0,72.0,86.91666666666667,83.125
2017,11,17,2,108.0,84.0,92.13333333333333,88.5
2017,11,17,3,108.0,84.0,98.19999999999999,93.375
2017,11,17,4,120.0,72.0,98.0,93.375
2017,11,17,5,132.0,96.0,108.55,102.625
2017,11,17,6,192.0,108.0,143.43333333333334,140.5
2017,11,17,7,216.0,132.0,165.85238083333334,161.25
2017,11,17,8,324.0,168.0,240.25238083333332,229.0
2017,11,17,9,348.0,288.0,320.0166666666667,308.75
2017,11,17,10,420.0,288.0,361.4666666666667,343.875
2017,11,17,11,408.0,324.0,360.55,340.625
2017,11,17,12,408.0,336.0,360.99523833333325,342.625
2017,11,17,13,408.0,336.0,364.3380958333333,345.875
2017,11,17,14,360.0,312.0,332.3333333333333,304.375
2017,11,17,15,372.0,288.0,320.7904758333334,303.75
2017,11,17,16,324.0,276.0,295.6166666666667,270.25
2017,11,17,17,336.0,252.0,288.3595241666667,273.75
2017,11,17,18,312.0,240.0,269.6666666666667,248.0
2017,11,17,19,276.0,180.0,228.3476191666667,220.25
2017,11,17,20,240.0,168.0,192.88333333333333,185.25
2017,11,17,21,180.0,144.0,161.04999999999998,156.125
2017,11,17,22,156.0,96.0,125.67142833333334,123.125
2017,11,17,23,144.0,96.0,120.95,118.0
2017,11,18,0,132.0,84.0,107.53333333333335,105.125
2017,11,18,1,120.0,84.0,101.42500000000001,100.25
2017,11,18,2,108.0,84.0,91.95,90.25
2017,11,18,3,108.0,72.0,93.30952416666666,93.375
2017,11,18,4,108.0,84.0,94.73571416666668,93.75
2017,11,18,5,120.0,96.0,112.43690499999998,111.875
2017,11,18,6,144.0,96.0,121.05000000000001,113.375
2017,11,18,7,180.0,120.0,148.9,141.0
2017,11,18,8,192.0,132.0,168.20000000000002,155.875
2017,11,18,9,216.0,168.0,195.79523749999998,183.0
2017,11,18,10,300.0,204.0,248.25238083333332,229.625
2017,11,18,11,324.0,240.0,274.56666666666666,252.25
2017,11,18,12,264.0,204.0,236.38095166666668,217.375
2017,11,18,13,276.0,204.0,231.038095,211.5
2017,11,18,14,240.0,168.0,201.76666666666668,185.625
2017,11,18,15,228.0,168.0,197.83333333333334,182.375
2017,11,18,16,264.0,168.0,208.79761916666666,200.625
2017,11,18,17,252.0,192.0,221.2166666666667,210.625
2017,11,18,18,252.0,180.0,214.29761916666666,207.75
2017,11,18,19,240.0,168.0,198.561905,189.875
2017,11,18,20,204.0,144.0,173.01666666666665,166.75
2017,11,18,21,180.0,120.0,146.35,142.125
2017,11,18,22,144.0,108.0,125.8,123.25
2017,11,18,23,132.0,84.0,108.111905,106.0
2017,11,19,0,108.0,72.0,93.83333333333333,93.75
2017,11,19,1,96.0,72.0,81.46666666666667,81.875
2017,11,19,2,96.0,72.0,80.74999999999999,77.875
2017,11,19,3,108.0,72.0,88.58333333333333,85.25
2017,11,19,4,108.0,84.0,97.97857166666667,93.625
2017,11,19,5,108.0,84.0,97.83333333333333,92.875
2017,11,19,6,132.0,84.0,103.18333333333334,98.375
2017,11,19,7,240.0,120.0,162.32142833333333,150.0
2017,11,19,8,288.0,216.0,247.04999999999998,226.75
2017,11,19,9,312.0,252.0,271.24047666666667,248.875
2017,11,19,10,360.0,264.0,313.02500000000003,291.0
2017,11,19,11,348.0,264.0,309.50714250000004,287.125
2017,11,19,12,324.0,252.0,284.26666666666665,258.75
2017,11,19,13,324.0,264.0,290.42619083333335,277.125
2017,11,19,14,300.0,228.0,260.21190416666667,248.875
2017,11,19,15,276.0,228.0,258.93333333333334,246.5
2017,11,19,16,324.0,228.0,263.3119041666667,241.375
2017,11,19,17,312.0,228.0,259.93333333333334,237.625
2017,11,19,18,252.0,192.0,233.72380916666668,215.25
2017,11,19,19,252.0,204.0,224.98333333333335,206.125
2017,11,19,20,252.0,168.0,206.79047583333332,191.875
2017,11,19,21,204.0,156.0,175.8166666666667,164.25
2017,11,19,22,204.0,132.0,155.28333333333333,144.0
2017,11,19,23,156.0,96.0,123.05,116.25
2017,11,20,0,108.0,84.0,94.0,89.875
2017,11,20,1,120.0,72.0,97.3,90.125
2017,11,20,2,120.0,84.0,95.71666666666665,94.875
2017,11,20,3,132.0,84.0,106.05,104.75
2017,11,20,4,132.0,84.0,110.31666666666666,107.625
2017,11,20,5,132.0,84.0,111.63571416666667,110.0
2017,11,20,6,192.0,96.0,138.25,130.0
2017,11,20,7,228.0,168.0,197.65476166666667,183.25
2017,11,20,8,324.0,216.0,268.8476191666667,248.0
2017,11,20,9,408.0,300.0,354.4476191666667,325.75
2017,11,20,10,456.0,384.0,413.75,384.0
2017,11,20,11,420.0,348.0,380.0523808333334,360.125
2017,11,20,12,396.0,324.0,369.35238083333337,351.875
2017,11,20,13,396.0,312.0,354.5976191666666,337.375
2017,11,20,14,408.0,300.0,362.3809525,345.125
2017,11,20,15,408.0,288.0,332.43809500000003,317.375
2017,11,20,16,348.0,288.0,314.7333333333333,299.125
2017,11,20,17,372.0,288.0,322.5928575,307.25
2017,11,20,18,312.0,252.0,273.02380999999997,250.25
2017,11,20,19,288.0,216.0,247.19999999999996,235.375
2017,11,20,20,240.0,180.0,213.4714283333333,197.5
2017,11,20,21,192.0,144.0,163.057143,124.375
2017,11,20,22,180.0,120.0,147.46666666666667,139.0
2017,11,20,23,132.0,96.0,111.57380916666666,106.0
2017,11,21,0,120.0,84.0,99.98571416666668,96.625
2017,11,21,1,132.0,84.0,99.84047583333334,94.875
2017,11,21,2,132.0,96.0,105.11666666666667,99.0
2017,11,21,3,120.0,96.0,111.58333333333333,105.25
2017,11,21,4,132.0,96.0,104.461905,100.25
2017,11,21,5,156.0,108.0,134.0666666666667,128.5
2017,11,21,6,168.0,108.0,139.5666666666667,131.625
2017,11,21,7,252.0,144.0,186.13333333333333,175.0
2017,11,21,8,372.0,204.0,281.92857166666664,262.625
2017,11,21,9,384.0,324.0,349.9428575,319.625
2017,11,21,10,420.0,348.0,376.31904749999995,360.375
2017,11,21,11,408.0,312.0,364.8857141666667,344.125
2017,11,21,12,408.0,312.0,362.3476191666667,342.25
2017,11,21,13,408.0,300.0,339.8666666666666,322.25
2017,11,21,14,372.0,288.0,325.2333333333333,306.75
2017,11,21,15,348.0,252.0,300.3976191666667,287.75
2017,11,21,16,336.0,264.0,305.6,291.875
2017,11,21,17,360.0,252.0,296.34999999999997,280.75
2017,11,21,18,288.0,228.0,259.3,245.75
2017,11,21,19,276.0,204.0,229.13333333333335,219.625
2017,11,21,20,252.0,168.0,202.33333333333334,194.5
2017,11,21,21,192.0,132.0,164.73333333333332,153.875
2017,11,21,22,156.0,96.0,123.375,115.75
2017,11,21,23,132.0,96.0,111.46666666666668,105.375
2017,11,22,0,144.0,96.0,109.84444416666666,105.125
2017,11,22,1,120.0,96.0,106.77142916666666,99.875
2017,11,22,2,132.0,96.0,110.0,104.5
2017,11,22,3,132.0,84.0,109.8,104.0
2017,11,22,4,144.0,96.0,115.72857166666665,110.0
2017,11,22,5,144.0,108.0,120.66666666666667,115.875
2017,11,22,6,180.0,108.0,147.28333333333333,140.375
2017,11,22,7,228.0,156.0,189.25000000000003,175.875
2017,11,22,8,348.0,180.0,264.8,247.25
2017,11,22,9,384.0,312.0,332.85714249999995,302.375
2017,11,22,10,396.0,312.0,365.68095250000005,337.375
2017,11,22,11,408.0,348.0,367.69047666666665,335.875
2017,11,22,12,432.0,312.0,348.62380916666666,322.375
2017,11,22,13,384.0,300.0,340.73333333333335,313.875
2017,11,22,14,348.0,264.0,308.68333333333334,289.75
2017,11,22,15,324.0,252.0,279.9166666666667,252.5
2017,11,22,16,348.0,264.0,293.7571425,270.25
2017,11,22,17,312.0,240.0,272.05,249.0
2017,11,22,18,276.0,204.0,250.16666666666666,230.0
2017,11,22,19,312.0,252.0,275.37380916666666,255.125
2017,11,22,20,312.0,204.0,235.2833333333334,216.5
2017,11,22,21,216.0,132.0,171.2500008333333,158.375
2017,11,22,22,156.0,120.0,134.33571416666663,127.0
2017,11,22,23,144.0,96.0,117.80000000000001,111.125
2017,11,23,0,132.0,96.0,112.5,112.125
2017,11,23,1,108.0,84.0,99.35000000000001,99.125
2017,11,23,2,120.0,84.0,104.21666666666665,103.375
2017,11,23,3,120.0,96.0,103.38333333333333,103.75
2017,11,23,4,108.0,96.0,100.98333333333333,99.875
2017,11,23,5,132.0,84.0,108.25,106.0
2017,11,23,6,192.0,120.0,146.7,143.75
2017,11,23,7,204.0,168.0,187.74761916666668,181.5
2017,11,23,8,336.0,192.0,258.55,240.375
2017,11,23,9,396.0,300.0,360.3833333333334,331.25
2017,11,23,10,432.0,348.0,390.0857141666667,369.875
2017,11,23,11,444.0,324.0,369.25,347.25
2017,11,23,12,384.0,312.0,345.7333333333333,325.625
2017,11,23,13,372.0,312.0,342.9166666666667,325.375
2017,11,23,14,360.0,300.0,324.1666666666667,307.625
2017,11,23,15,348.0,264.0,304.0833333333333,286.875
2017,11,23,16,336.0,252.0,301.3,279.75
2017,11,23,17,372.0,276.0,312.6666666666667,288.25
2017,11,23,18,300.0,240.0,271.3333333333333,260.5
2017,11,23,19,252.0,180.0,216.6071433333333,210.0
2017,11,23,20,252.0,180.0,211.03333333333333,204.75
2017,11,23,21,216.0,108.0,143.26666666666665,138.875
2017,11,23,22,156.0,108.0,128.05,123.375
2017,11,23,23,132.0,96.0,110.78333333333332,105.625
2017,11,24,0,120.0,96.0,107.73333333333333,103.375
2017,11,24,1,120.0,96.0,104.30952416666666,100.625
2017,11,24,2,120.0,84.0,100.47619083333332,94.75
2017,11,24,3,120.0,84.0,97.31666666666666,92.75
2017,11,24,4,120.0,84.0,104.05454545454545,97.875
2017,11,24,5,144.0,96.0,115.14999999999999,108.125
2017,11,24,6,180.0,108.0,153.58333333333334,145.375
2017,11,24,7,228.0,156.0,176.88333333333333,171.375
2017,11,24,8,348.0,204.0,276.4190475,266.375
2017,11,24,9,396.0,312.0,349.5166666666667,331.625
2017,11,24,10,432.0,360.0,394.375,359.75
2017,11,24,11,420.0,360.0,377.03571416666665,342.125
2017,11,24,12,408.0,324.0,368.96428583333335,337.125
2017,11,24,13,384.0,312.0,341.1976191666667,313.375
2017,11,24,14,360.0,288.0,320.0857141666667,292.75
2017,11,24,15,336.0,264.0,299.5190475,281.875
2017,11,24,16,360.0,288.0,318.17619083333335,303.0
2017,11,24,17,384.0,288.0,326.53333333333336,301.5
2017,11,24,18,312.0,216.0,280.7571425,258.25
2017,11,24,19,288.0,180.0,233.38333333333333,217.125
2017,11,24,20,216.0,156.0,180.23333333333335,167.375
2017,11,24,21,192.0,120.0,155.39047583333334,144.875
2017,11,24,22,168.0,96.0,124.2,116.125
2017,11,24,23,132.0,108.0,116.5,110.125
2017,11,25,0,120.0,84.0,102.27857083333333,96.375
2017,11,25,1,108.0,84.0,93.81428583333332,93.125
2017,11,25,2,108.0,84.0,97.39999999999999,97.75
2017,11,25,3,120.0,84.0,95.81190499999998,94.125
2017,11,25,4,120.0,96.0,108.41666666666667,106.5
2017,11,25,5,132.0,96.0,113.03333333333335,112.125
2017,11,25,6,144.0,96.0,113.76666666666667,111.125
2017,11,25,7,168.0,108.0,140.23333333333332,137.625
2017,11,25,8,216.0,132.0,177.63333333333333,173.875
2017,11,25,9,252.0,180.0,213.40476166666667,206.5
2017,11,25,10,288.0,192.0,234.6619041666667,227.125
2017,11,25,11,300.0,216.0,252.9,243.75
2017,11,25,12,288.0,216.0,243.29999999999998,224.125
2017,11,25,13,264.0,180.0,219.74999999999997,202.125
2017,11,25,14,240.0,180.0,206.98095249999997,191.125
2017,11,25,15,240.0,168.0,202.55238083333333,187.875
2017,11,25,16,252.0,180.0,210.70476166666666,197.25
2017,11,25,17,240.0,192.0,217.23333333333332,201.75
2017,11,25,18,252.0,168.0,206.74047583333333,198.25
